Loc,Mfg,item,description,ext_desc,avail_o/h ,Comm_O/H,RANK,AISLE_ZONEBIN,vendor_id,plu_number,product_description,case_pack_size,size_desc,tax_flag, retail_price ,sub_department_number,sub_category_number,brand_identity,_merge
,,6605,,,,,,,SRB,6605,WHOLEWHEAT PAN LOAF ,1,1,,2.85,200,200003,SUNRISE,right_only
,,660522,,,,,,,AGF,4130301221,E/DAY WAX PAPER 75 SQ FT,24,75 SQFT,1,9.15,430,430007,ESSENTIAL E/DAY,right_only
,,660530,,,,,,,AGF,4130301222,E/DAY PARCHMENT PAPER 30SQFT,24,30 SQFT,1,11.65,430,430007,ESSENTIAL E/DAY,right_only
,,660548,,,,,,,AGF,4130301223,E/DAY ALUMINUM FOIL 25 SQ FT,35,25 SQFT,1,7.75,430,430007,ESSENTIAL E/DAY,right_only
,,660555,,,,,,,AGF,4130301224,E/DAY ALUMINUM FOIL 75 SQ FT,35,75 SQFT,1,18.45,430,430007,ESSENTIAL E/DAY,right_only
,,660563,,,,,,,AGF,4130301225,E/DAY ALUMINUM FOIL 50 SQ FT,35,50 SQFT,1,18.95,430,430007,ESSENTIAL E/DAY,right_only
,,660571,,,,,,,AGF,4130301226,E/DAY ALUMINUM FOIL 200FT,12,200 FT,1,46.95,430,430007,ESSENTIAL E/DAY,right_only
,,660589,,,,,,,AGF,4130301228,E/DAY H/DTY ALUM FOIL 37.5SQFT,35,37.5 SQFT,1,14.9,430,430007,ESSENTIAL E/DAY,right_only
,,6606,,,,,,,SRB,6606,WHOLEWHEAT ROUND BREAD EACH,1,EACH,,0.65,200,200004,SUNRISE,right_only
KT,,660688,EDAY RAISIN 12/20 OZ, ,1,0,W,999002,AGF,4130301860,E/DAY RAISINS 567G,12,567G,1,27.05,610,610002,ESSENTIAL E/DAY,both
,,66076,,,,,,,KGF,60069966076,KRAFT JETPUFF MINI MALLOWS453G,12,453G,1,14.35,530,530004,KRAFT,right_only
,,6609,,,,,,,SRB,6609,PAN LOAF REGULAR,1,1,,2.65,200,200003,SUNRISE,right_only
,,6610,,,,,,,SRB,6610,STRAP BREAD LARGE,1,1,,6.4,200,200003,SUNRISE,right_only
,,6611,,,,,,,SRB,6611,STRAP BREAD SMALL,1,1,,3.2,200,200003,SUNRISE,right_only
,,6612,,,,,,,PPL,8.70E+11,JOYFUL WET WIPES 12/65S ,12,12,1,5.1,160,160003,PREMIUM PRODUCT,right_only
,,6612,,,,,,,SRB,6612,SPECIAL LOAF SMALL,1,1,,4.25,200,200002,SUNRISE,right_only
,,6613,,,,,,,PPL,8.70E+11,HOLDER ADULT DIAPER U/SEX L7S,6,7S,0,25.5,180,180011,HOLDER,right_only
,,6613,,,,,,,PPL,8.70E+11,HOLDER ADULT DIAPER U/SEX L7S,6,7S,0,25.5,180,180011,HOLDER,right_only
,,6613,,,,,,,SRB,6613,BODYLINE LOAF,1,1,,2.9,200,200002,SUNRISE,right_only
,,6614,,,,,,,PPL,8.70E+11,HOLDER ADULT DIAPER U/SEX M8S,6,8S,0,23.05,180,180011,HOLDER,right_only
,,6614,,,,,,,PPL,8.70E+11,HOLDER ADULT DIAPER U/SEX M8S,6,8S,0,23.05,180,180011,HOLDER,right_only
,,6614,,,,,,,SRB,6614,EGG BREAD,1,1,,6.75,200,200003,SUNRISE,right_only
,,6615,,,,,,,PPL,8.70E+11,HOLDER BED SHEETS 10S,6,7S,1,25.5,180,180011,HOLDER,right_only
,,6615,,,,,,,SRB,6615,RAISIN BREAD LARGE,1,1,,7.3,200,200001,SUNRISE,right_only
,,6616,,,,,,,SRB,6616,RAISIN BREAD SMALL,1,1,,3.8,200,200001,SUNRISE,right_only
,,6617,,,,,,,SRB,6617,WHOLEWHEAT H/BURGER/HOTDOG 6PK,1,6PK,,3.95,200,200004,SUNRISE,right_only
,,6618,,,,,,,SRB,6618,REG H/BURGER/HOTDOG BUN 6PKT,1,6PK,,4.35,200,200004,SUNRISE,right_only
,,6619,,,,,,,SRB,6619,DINNER ROLLS REG & W/W,1,EACH,,0.45,200,200004,SUNRISE,right_only
,,6620,,,,,,,SRB,6620,CAKES EACH,1,1,,0.95,200,200002,SUNRISE,right_only
,,6621,,,,,,,SRB,6621,TURNOVER BREAD EACH,1,EACH,,0.75,200,200004,SUNRISE,right_only
,,66261,,,,,,,GEN,8.44E+11,LUCOZADE TROPICAL 360ML,24,360ML,1,8.95,190,190006,LUCOZADE,right_only
,,66261,,,,,,,GEN,8.44E+11,LUCOZADE ORIGINAL 360ML,24,360ML,1,8.95,190,190006,LUCOZADE,right_only
,,66261,,,,,,,GEN,8.44E+11,LUCOZADE ORANGE 360ML,24,360ML,1,8.95,190,190006,LUCOZADE,right_only
,,66261,,,,,,,GEN,8.44E+11,LUCOZADE CARIB FUSION 360ML,24,360ML,1,8.95,190,190006,LUCOZADE,right_only
,,66261,,,,,,,GEN,8.44E+11,LUCOZADE BERRY CRUSH 360ML,24,360ML,1,8.95,190,190006,LUCOZADE,right_only
,,66261,,,,,,,GEN,8.44E+11,LUCOZADE APPLE BLAST 360ML,24,360ML,1,8.95,190,190006,LUCOZADE,right_only
,,6630,,,,,,,SRB,6630,HOMEMADE BREAD 2 PER BAG,1,2PK,0,6.8,200,200003,SUNRISE,right_only
,,6631,,,,,,,SRB,6631,SPECIAL LOAF LARGE,1,1,,8.25,200,200002,SUNRISE,right_only
,,6633,,,,,,,SRB,6633,DOUGHBOY REG & W/W,1,1,,3.25,200,200002,SUNRISE,right_only
,,663372,,,,,,,CTL,5.00E+11,TETLEY  ORIG 240 T/BAG 750G,3,750G,1,57.35,270,270004,TETLEY,right_only
,,66373,,,,,,,AGF,7067812601,ROTHBURY SEASON CROUTONS 170G,12,170,1,8.95,490,600007,ROTHBURY,right_only
,,6640,,,,,,,SRB,6640,HOT CROSS BUNS EACH,1,EACH,,0.65,200,200002,SUNRISE,right_only
,,66445726,,,,,,,TBH,306026,PROFORM MEN SENS SHVE GEL200ML,6,200ML,1,12.2,180,180006,PROFORM,right_only
,,66467,,,,,,,CTL,5.00E+11,AMBROSIA DEV CUSTARD 4/125G,3,4/125,1,33.4,530,530002,AMBROSIA,right_only
,,66468,,,,,,,CTL,5.00E+11,AMBROSIA L/FAT DVN CUSTARD 4PK,3,4PK,1,33.4,530,530002,AMRBOSIA,right_only
,,665,,,,,,,KGF,7022100665,TANG 6QT PASSIONFRUIT MIX 510G,12,510G,1,14.9,190,190005,TANG,right_only
,,66502,,,,,,,HOB,4.90E+11,VINNIC BATTERY C 2PK,12,C 2PK,1,4,370,370007,VINNIC,right_only
,,66503,,,,,,,HOB,4.90E+11,VINNIC 1.5V BATTERY AA 2PK,20,AA 2PK,1,5.35,370,370007,VINNIC,right_only
,,66504,,,,,,,HOB,4.90E+11,VINNIC BATTERY AAA 1.5V  2PK,30,AAA 2PK,1,3.45,370,370007,VINNIC,right_only
,,66504,,,,,,,HOB,9.56E+11,RASAKU C/NUT CREAM POWDER 50G,144,50G,1,2.98,550,550003,RASAKU C,right_only
,,66555,,,,,,,CTL,5018438,MARMITE 125G,24,125G,1,25.6,380,380001,MARMITE,right_only
,,66560,,,,,,,CTL,5018445,MARMITE 250G,12,250G,1,41.75,280,380001,,right_only
,,665944,,,,,,,AGF,4130305488,EDAY PURIFIED DRINK WATER3.79L,6,3.79L,1,11.6,190,190001,ESSENTIAL EVERY,right_only
,,6661300417,,,,,,,CBL,6661300417,B/WICK SARDINE OLIVE OIL106G,18,106G,1,4.74,610,610003,BRUNSWICK,right_only
,,6661300617,,,,,,,CBL,6661300617,B/WICK B/LS SARD OLIVE OIL106G,25,106GR,1,5.3,610,610003,BRUNSWICK,right_only
,,6661302113,,,,,,,CBL,6661300006,B/WICK SARDINES TOM SC 106G,25,106GR,1,4.95,610,610003,BRUNSWICK,right_only
,,6661303013,,,,,,,CBL,6661300007,B/WICK SARDINE MUSTARD SC 106G,25,106G,1,4.18,610,610003,BRUNSWICK,right_only
,,6661304561,,,,,,,CBL,6661300008,B/WICK SARDINE LEMON SCE 106G,25,106G,1,3.99,610,610003,BRUNSWICK,right_only
,,6661305113,,,,,,,CBL,6661305013,B/WICK CHUNK SARDINES OIL 95G,50,95G,1,3.6,610,610003,BRUNSWICK,right_only
,,6661307317,,,,,,,CBL,6661307313,BWICK SARDINES  WATER 106G,25,106G,1,5,610,610003,BRUNSWICK ,right_only
,,6661307902,,,,,,,CBL,6661307902,BWICK SARDINE STEAK IN OIL106G,25,106G,1,4.2,610,610003,BRUNSWICK,right_only
,,6661311101,,,,,,,CBL,6661300005,B/WICK SARDINE SOYA OIL 106G,50,106GR,1,5,610,610003,BRUNSWICK,right_only
,,6661314213,,,,,,,CBL,6661314213,B/WICK LOU HOT SC SARDINES106G,25,106G,1,4.18,610,610003,BRUNSWICK,right_only
,,6661315201,,,,,,,CBL,6661315269,B/WICK SARDINE S/WTR NOSLT106G,25,106G,1,5,610,610003,BRUNSWICK,right_only
,,6661316417,,,,,,,CBL,6661316417,B/WICK B/LS SARD SPR WATER106G,25,106GR,1,4.91,610,610003,BRUNSWICK,right_only
,,6661317417,,,,,,,CBL,6661317417,B/WICK B/LES SARD SOYA OIL106G,50,106GR,1,4.91,610,610003,BRUNSWICK,right_only
,,6661317717,,,,,,,CBL,6661310603,B/WICK SARDINE HOT TAB PEP106G,25,106G,1,5,610,610003,BRUNSWICK,right_only
,,6661317717,,,,,,,CBL,6661317717,B/WICK B/LES SARD HOT PEPP106G,25,106GR,1,5,610,610003,BRUNSWICK,right_only
,,6661318108,,,,,,,CBL,6661318508,BWICK SFOOD SNACKS HERRING 80G,18,80G,1,4.3,610,610003,BRUNSWICK,right_only
,,6661319308,,,,,,,CBL,6661319306,B/WICK IN LHS HERRING 92G,18,92G,1,3.95,610,610003,BRUNSWICK,right_only
,,6661319417,,,,,,,CBL,6661319417,B/WICK SARDINES SMOKE 106G,25,106GR,1,5,610,610003,BRUNSWICK,right_only
,,6661319817,,,,,,,CBL,6661319817,BWICK SARDINE FILLET SOYA 106G,18,106G,1,5,610,610003,BRUNSWICK,right_only
,,6661319917,,,,,,,CBL,6661317462,BWICK SARDINE FILLET OLIVE106G,18,106G,1,5.3,610,610003,BRUNSWICK,right_only
,,6661320017,,,,,,,CBL,6661317762,BWICK SARDINE FILLET HOT P106G,18,106G,1,4.95,610,610003,BRUNSWICK,right_only
,,6661320217,,,,,,,CBL,6661317962,BWICK SARDINE FILLET SPRNG106G,18,106G,1,5,610,610003,BRUNSWICK,right_only
,,6661320317,,,,,,,CBL,6661320317,BWICK SARD FIL NSA SPRING 106G,18,106G,1,4.25,610,610003,BRUNSWICK,right_only
,,6661320417,,,,,,,CBL,6661318662,BWICK SARDINE FILLET TOM&B106G,18,106G,1,5,610,610003,BRUNSWICK,right_only
,,6661320717,,,,,,,CBL,6661319462,BWICK SARDINE FILL SMOKE 106G,18,106G,1,5,610,610003,BRUNSWICK,right_only
,,6661366602,,,,,,,CBL,6661367102,B/WICK CHUNK TUNA IN OIL 142G,48,170G,1,4.85,610,610003,BRUNSWICK,right_only
,,6661366702,,,,,,,CBL,6661370102,B/WICK CHUNK TUNA WATER 142G,48,142G,1,4.85,610,610003,BRUNSWICK,right_only
,,6661366802,,,,,,,CBL,6661370202,B/WICK FLAKED TUNA IN OIL 142G,48,142G,1,3,610,610003,BRUNSWICK,right_only
,,6661366902,,,,,,,CBL,6661370302,B/WICK FLK TUNA IN WATER 142G,48,142G,1,3,610,610003,BRUNSWICK,right_only
,,6670,,,,,,,SRB,6671,SANDWICH LOAF MULTI-GRAIN SM ,1,SMALL,,2.75,200,200001,SUNRISE BAKERY,right_only
,,6670,,,,,,,SRB,6670,SANDWICH LOAF MULTI-GRAIN LG,1,LARGE,,5.2,200,200001,SUNRISE BAKERY,right_only
,,66707,,,,,,,CTL,5.01E+11,BUITONI ITALIAN GRATE CHSE 80G,10,80G,1,9.65,310,310002,BUITON,right_only
,,668,,,,,,,BAD,3384400668,BADIA GROUND CORIANDER 396.9G,6,396.9G,1,13.35,550,550002,BADIA,right_only
,,66837,,,,,,,CTL,5.00E+11,AMBROSIA DEVON CUSTARD 400G,12,400G,1,18.5,530,530002,AMBROSIA,right_only
,,67,,,,,,,ASI,4660000067,ECKRICH BUNSZ BEEF FRANK 16 OZ,12,16OZ,1,12.95,390,390002,ECKRICH,right_only
,,670002,,,,,,,QF,7312400106,TOUFAYAN WHITE PITA BREAD 340G,12,340G,1,8,340,340003,TOUFAYAN,right_only
,,670004,,,,,,,QF,7312400206,TOUFAYAN WHL WHEAT PITA 340G,12,340G,1,8,340,340003,TOUFAYAN,right_only
,,670006,,,,,,,QF,7312400601,TOUFAYAN PITA BREAD GARLIC340G,12,340G,1,6.05,340,340003,TOUFAYAN,right_only
,,670007,,,,,,,QF,7312400506,TOUFAYAN PITA BREAD ONION 340G,12,340G,1,7.9,340,340003,TOUFAYAN,right_only
,,670009,,,,,,,QF,7312400557,TOUFAYAN MULTI GRAIN PITA 340G,12,340G,1,7.9,340,340003,TOUFAYAN,right_only
,,670011,,,,,,,QF,7312401413,TOUFAYAN GLUTEN FREE WRAP 312G,10,312G,1,22.65,340,340003,TOUFAYAN,right_only
,,670016,,,,,,,QF,7312400307,TOUFAYAN FLAT BREAD WHITE 397G,12,397G,1,12.45,340,340003,TOUFAYAN,right_only
,,670026,,,,,,,QF,7312400401,TOUFAYAN PLAIN 5 WRAPS 10 OZ,16,10 OZ,1,10.65,340,340003,TOUFAYAN,right_only
,,670027,,,,,,,QF,7312400405,TOUFAYAN SPINACH 6 WRAPS 312G,16,312G,1,10.65,340,340003,TOUFAYAN,right_only
,,670028,,,,,,,QF,7312400402,TOUFAYAN WHEAT 5 WRAPS 285G,16,285G,1,10.3,340,340003,TOUFAYAN,right_only
,,670030,,,,,,,QF,7312400404,TOUFAYAN GARL/PESTO WRAP 285G,16,285G,1,10.65,340,340003,TOUFAYAN,right_only
,,670032,,,,,,,QF,7312400412,TOUFAYAN TOMATO 5 WRAPS 10 OZ,16,10 OZ,1,10.3,340,340003,TOUFAYAN,right_only
,,670045,,,,,,,QF,7312400321,TOUFAYAN TANDOORI FLATBRD 510G,12,510G,1,17,340,340003,TOUFAYAN,right_only
,,670066,,,,,,,QF,7312400508,TOUFAYAN PETITTES PITA BRD227G,12,227G,1,7.4,340,340003,TOUFAYAN,right_only
,,670083,,,,,,,QF,7312400814,CROISSANT FRZN MINI  350G,10,350G,1,18.55,340,340005,CROISSANT,right_only
,,670086,,,,,,,QF,7312400415,TOUFAYAN 12 TORTILLA SOFT 510G,16,510G,1,11.6,340,340003,TOUFAYAN,right_only
,,670088,,,,,,,QF,7312400416,TOUFAYAN 12 TORT WHT SOFT510G,16,510G,1,12.05,340,340003,TOUFAYAN,right_only
,,67010,,,,,,,CAI,4012920121,ISLAND SNK STARLIGHT MINTS252G,36,252G,1,7.25,530,530001, ISLAND SNACKS,right_only
,,67017,,,,,,,CAI,4012920149,ISL SNACK BUTTERSCOTCH DSC224G,36,224G,1,6.75,530,530001,ISLAND SNACKS,right_only
,,67018,,,,,,,CAI,4012920115,ISL SNACK SOFT P/MINT PUFF168G,36,168G,1,7.25,530,530001,ISLAND SNACKS,right_only
,,67022,,,,,,,CAI,4012920144,ISLAND SNACK FRUIT SLICES 308G,36,308G,1,7.25,530,530001,ISLAND SNACKS,right_only
KT, ,67041,9LIVES COMPL CAT,4/3.15LB,3,0,E,999004,AGF,7910050564,9LIVES INDOOR COMP CAT FD1.43K,4,1.43KG,1,37.8,450,450004,9 LIVES,both
KT, ,67041,9LIVES COMPL CAT,4/3.15LB,3,0,E,999004,CG,3.02E+11,SALAKIS FETA CHEESE 200G,12,200G,1,24.85,310,310002,SALAKIS,both
KT, ,67041,9LIVES COMPL CAT,4/3.15LB,3,0,E,999004,AGF,7910050564,9LIVES INDOOR COMP CAT FD1.43K,4,1.43KG,1,37.8,450,450004,9 LIVES,both
KT, ,67041,9LIVES COMPL CAT,4/3.15LB,3,0,E,999004,CG,3.02E+11,SALAKIS FETA CHEESE 200G,12,200G,1,24.85,310,310002,SALAKIS,both
,,670446,,,,,,,QF,7225090323,MRS FRESHLEY 12 SWISS ROLL369G,24,369G/12,1,7.6,340,340008,MRS FRESHLEY,right_only
,,670450,,,,,,,QF,7225001083,MRS FRESHLEY 6 CREME CAKE 238G,16,238G/6,1,12.4,340,340008,MRS FRESHLEY,right_only
,,6706,,,,,,,KGF,2100006706,KRAFT MAC&CHSE DINN ORIG 206G,35,206G,1,5.5,600,600004,KRAFT,right_only
,,671,,,,,,,KGF,7022100671,TANG 6QT ORANGE/KIWI MIX 510G,12,510G,1,14.9,190,190005,TANG,right_only
KT, ,67108,9LIVES DAILY ESSNTL,CAT FD 4/3LB,1,0,C,999004,AGF,7910058122,9LIVES DAILY ESSNT CAT FD1.43K,4,1.43KG,1,38.25,450,450004,9 LIVES,both
KT, ,67108,9LIVES DAILY ESSNTL,CAT FD 4/3LB,1,0,C,999004,AGF,7910058122,9LIVES DAILY ESSNT CAT FD1.43K,4,1.43KG,1,38.25,450,450004,9 LIVES,both
,,671081,,,,,,,AGF,4116348830,EQUAL SLEEP AID SOFT GELS 96CT,6,96CT,0,14.6,360,360007,EQUALINE,right_only
KT, ,671826,E/LINE T/BRUSH GEMGR,SOFT 6/1CT,1,0,C,999007,AGF,4116323425,E/LINE GEM GRIP SOFT T/BRUSH,6,1CT,1,6.5,180,180001,EQUALINE,both
KT, ,671826,E/LINE T/BRUSH GEMGR,SOFT 6/1CT,1,0,C,999007,AGF,4116323425,E/LINE GEM GRIP SOFT T/BRUSH,6,1CT,1,6.5,180,180001,EQUALINE,both
KT,,671842,EQLIN UNWAX DENTAL, ,1,0,W,999007,AGF,4116324561,EQUAL  UNWAX DENTAL FLOSS100YD,6,100YD,1,12.2,180,180001,EQUALINE,both
KT,,671859,EQLIN MINT TOOTHFLOS,12/90CT,1,0,B,999007,AGF,4116323404,EQUAL MINT TOOTH FLOSSR 90CT,12,90CT,1,12.85,180,180001,EQUALINE,both
KT,,671859,EQLIN MINT TOOTHFLOS,12/90CT,1,0,B,999007,AGF,4116323404,EQUAL MINT TOOTH FLOSSR 90CT,12,90CT,1,12.85,180,180001,EQUALINE,both
KT,,671867,EQLIN REG TOOTH FLOS,12/90CT,1,0,W,999007,AGF,4116323403,EQUAL UNFLAV TOOTH FLOSSR 90CT,12,90CT,1,12.85,180,180001,EQUALINE,both
KT,,671867,EQLIN REG TOOTH FLOS,12/90CT,1,0,W,999007,AGF,4116323403,EQUAL UNFLAV TOOTH FLOSSR 90CT,12,90CT,1,12.85,180,180001,EQUALINE,both
,,671891,,,,,,,AGF,4116324560,EQUAL  WAXED DENTAL FLOSS100YD,6,100YD,1,11.8,180,180001,EQUALINE,right_only
,,6720,,,,,,,LOG,60806562569,DGP 8CLAMSHELL 3COMP BIO 25S,8,50CT,,22.3,430,430005,GREEN TO GO,right_only
,,67215,,,,,,,AGF,1122502167,VALU TIME VEGETABLE OIL 3.79L,4,3.79L,1,39.6,290,290001,VALU TIME,right_only
,,6722,,,,,,,LOG,60806562574,GTG CLAMSHELL HALF 5X8 BIO25S,8,25CT,,18.5,430,430005,GREEN TO GO,right_only
KT,,672626,EQLIN EPSOM SALTS,12/16 OZ,1,0,A,999007,AGF,4116325132,EQUAL EPSOM SALT 454G,12,454G,0,8.5,360,360007,EQUALINE,both
KT,,672626,EQLIN EPSOM SALTS,12/16 OZ,1,0,A,999007,AGF,4116325132,EQUAL EPSOM SALT 454G,12,454G,0,8.5,360,360007,EQUALINE,both
,,6727,,,,,,,LOG,68900699583,BAGASSE CLAMSHELL 7X5 BOX 50 ,10,50S,,27.6,430,430005,BAGASSE,right_only
,,672824,,,,,,,AGF,4116325134,EQUAL 3% HYDRO PEROXIDE 473ML,12,473ML,0,2.5,360,360007,EQUALINE,right_only
,,672840,,,,,,,AGF,4116326357,EQUAL WINTER GRN ALCOHOL 473ML,12,473ML,0,10.65,360,360007,EQUALINE,right_only
,,672931,,,,,,,AGF,4116325427,EQUAL  BLU MINT MOUTH RINSE1LT,6,1LT,1,16.6,180,180001,EQUALINE,right_only
,,6730,,,,,,,LOG,60806562520,GTG 6 PLATE SQUARE 50S,20,50CT,,12.6,430,430005,GREEN TO GO,right_only
,,673137,,,,,,,AGF,4116347046,EQUAL  A/CAVITY MOUTHWASH 1LT,6,1LT,1,22.05,180,180001,EQUALINE,right_only
,,673210,,,,,,,AGF,4116340001,E/LINE MEDI CHEST RUB 100G,1,100G,0,10.65,360,360003,EQUALINE,right_only
,,6734,,,,,,,LOG,75904987531,DGP 32OZ SOUP BOWLS BIODIS25S,8,25CT,,33.5,430,430005,GREEN TO GO,right_only
,,673434,,,,,,,AGF,4116344037,EQUAL ALOE HAND SANITIZER236ML,12,236ML,0,13.1,180,180004,EQUALINE,right_only
,,6737,,,,,,,LOG,75904987543,GTG DOUBLE WALL 8OZ CUP 25S,20,25/8OZ,1,16.6,430,430005,GTG,right_only
,,6738,,,,,,,LOG,75904987558,GTG DOUBLE WALL 16OZ CUP 25S,20,25/16OZ,1,18.25,430,430005,GTG,right_only
,,6739,,,,,,,LOG,75904987532,DGP BIO-DISP 32OZ LIDS 25S,8,25PCS,,4.65,430,430004,DURA GREEN PAK,right_only
,,6740,,,,,,,LOG,75904987557,GTG DOUBLE WALL 12OZ CUP 25S,20,25/12OZ,1,17.2,430,430005,GTG,right_only
,,674010,,,,,,,AGF,4116349617,E/LINE REG MOIST SHAVING CR283,6,283G,1,9.1,180,180006,EQUALINE,right_only
,,674036,,,,,,,AGF,4116349618,E/LINE SEN EX MOIST SHAV CR283,6,283G,1,9.1,180,180006,EQUALINE,right_only
,,6741,,,,,,,LOG,75904987561,GTG LUNCH BOX W/LIDS 750ML 20S,25,20/750ML,,26.95,430,430004,GTG,right_only
KT,,674143,EQLIN COTTON SWABS,1/375 CT,6,0,A,999007,AGF,4116344460,EQUAL COTTON SWABS 375CT,1,375CT,0,10.9,360,360008,EQUALINE,both
KT,,674143,EQLIN COTTON SWABS,1/375 CT,6,0,A,999007,AGF,4116344460,EQUAL COTTON SWABS 375CT,1,375CT,0,10.9,360,360008,EQUALINE,both
,,674176,,,,,,,AGF,4116350117,EQUALINE COTTONBALLS 300CT,1,300CT,0,3.95,360,360007,EQUALINE,right_only
,,674176,,,,,,,AGF,4116344379,EQUAL COTTON BALLS 300CT,6,300CT,0,3.95,360,360007,EQUALINE,right_only
,,6742,,,,,,,CTL,5.01E+11,CLEAN N FR DISHWASH CLEAN250ML,10,250ML,1,8.9,370,370005,CLEAN N FRESH,right_only
,,6742,,,,,,,LOG,75904987560,GTG LUNCH BOX W/LID 530ML 25S,20,25/530ML,,25.75,430,430004,GTG,right_only
,,674292,,,,,,,CTL,5.00E+11,W/ROSE SOAVE CLASS 2016 75CL,6,75CL,1,36.5,140,140002,WAITRSOE,right_only
,,6743,,,,,,,LOG,60806562514,GTG SINGLE WALL 8OZ CUP 50S ,20,50S,,19.45,430,430005,GTG,right_only
,,674374,,,,,,,AGF,4116324463,EQUAL STERILE GAUZE PADS 10CT,6,10CT,0,8.55,360,360007,EQUALINE,right_only
,,674473,,,,,,,CTL,5.00E+11,W/ROSE RAIS ALMD HNY GRAN 1 KG,6,1 KG,1,24,260,260005,WAITROSE,right_only
,,674515,,,,,,,AGF,4116323051,E/LINE W/PROOF ADHESIVE TAPE10,6,40CT,0,3.3,360,360007,TOP CARE ,right_only
,,6752,,,,,,,CTL,5.01E+11,HERITAGE WASHUP LIQ LEMON 500M,12,500ML,1,5.1,370,370004,HERITAGE,right_only
,,6753,,,,,,,CTL,5.01E+11,HERITAGE WASHUP LIQ ORIG 500ML,12,500ML,1,5.1,370,370004,HERITAGE,right_only
,,675322,,,,,,,AGF,4116342883,EQUALINE ANTI MOUTHWASH 1L,6,1LT,1,18.6,180,180001,EQUALINE,right_only
KT,,675371,EQLIN M/W MINT 6/1LT, ,1,0,C,999007,AGF,4116323399,EQUAL MINT FR MOUTH RINSE 1LT,6,1LT,1,16.6,180,180001,EQUALINE,both
,,675441,,,,,,,EMB,5.41E+11,DIRA RASPBERRIES 1000G,20,1000G,1,38.9,340,340001,DIRA,right_only
,,675686,,,,,,,AGF,4116323010,BABY BASICS BABY LOTION 444ML,4,444ML,1,11.45,160,160005,BABY BASICS,right_only
KT, ,676049,EQLIN ASPRIN 81MG,TAB 3/120CT,2,0,A,999007,AGF,4116349699,EQUAL L/DOSE ASPIRIN 8MG 120CT,3,120CT,0,9.5,360,360004,EQUALINE,both
KT,,676049,EQLIN ASPRIN 81MG,TAB 3/120CT,2,0,A,999007,AGF,4116349699,EQUAL L/DOSE ASPIRIN 8MG 120CT,3,120CT,0,9.5,360,360004,EQUALINE,both
,,676410,,,,,,,CTL,7017709340,TWININGS RASP/STRAW/LOG 20S,4,20CT,1,19.35,270,270004,TWINING,right_only
,,676673,,,,,,,CTL,5.00E+11,W/ROSE SM&LUX BEARNAISE SC190G,6,190G,1,13.2,490,490003,WAITROSE,right_only
,,677094,,,,,,,CTL,5.00E+11,W/ROSE DRY WHT AR&CITRUS 75CL,6,75CL,1,25.45,140,140002,WAITROSE,right_only
,,67728,,,,,,,AGF,2900002315,PLANTER NUT.RITION ANTIOX 156G,8,156G,1,22.35,530,530009,PLANTERS,right_only
,,6778,,,,,,,CTL,5.01E+11,HERITAGE W/UP LIQ LEMON 500ML,12,500ML,1,4.8,370,370004,HERITAGE,right_only
,,6779,,,,,,,CTL,5.01E+11,HERITAGE ORIG WASHUP LIQ 500ML,12,500ML,1,5.1,370,370004,HERITAGE,right_only
,,678060,,,,,,,AGF,4116346021,EQUAL ADULT TUSSIN C&C 118ML,6,118ML,0,8,360,360003,EQUALINE,right_only
,,678185,,,,,,,AGF,4116341727,BABY BASICS BABY SHAMPOO 444ML,4,444ML,1,34.95,160,160005,BABY BASICS,right_only
,,67854,,,,,,,GEN,5.05E+11,LUCOZADE ORIGINAL 250ML,24,250ML,1,8.5,190,190006,LUCOZADE,right_only
,,678697,,,,,,,OTC,67852301106,GLUTINO ORIG BREADCRUMBS 340G,12,340G,1,23.15,600,600009,GLUTINO,right_only
,,678913403-15221,,,,,,,PRO,7.89E+11,ITAMARATY STRAW MINI WAFER 35G,20,35G,1,5.4,530,530003,ITAMARATY,right_only
,,678913403-28139,,,,,,,PRO,7.89E+11,FLORETTO CHOCO S/WICH BISC 35G,60,35G,1,0.75,530,530003,FLORETTO,right_only
,,67934,,,,,,,AGF,7040400491,MUSA BURGUNDY COOK WINE 750ML,12,750ML,1,18.05,290,290003,MUSA,right_only
,,679431,,,,,,,AGF,4116344408,E/LINE DISPOSABLE RAZORS 8S,6,8S,1,20.7,180,180006,EQUALINE,right_only
,,679464,,,,,,,AGF,4116341193,EQUAL COUGH DROP HNY LMN 30CT,1,30CT,1,5.25,360,360003,EQUALINE,right_only
,,679472,,,,,,,AGF,4116341199,EQUAL COUGH DROP AST CITR 30CT,1,30CT,1,6.9,360,360003,EQUALINE,right_only
,,67959,,,,,,,AGF,7040400490,MUSA GOLDEN COOK WINE 750ML,12,750ML,1,16.6,290,290003,MUSA,right_only
,,679761,,,,,,,AGF,4116341198,EQUAL COUGH DROP MENTHOL 25CT,1,25CT,1,6.75,360,360003,EQUALINE,right_only
,,679779,,,,,,,AGF,4116341191,EQUAL COUGH DROP CHERRY 30CT,1,30CT,1,6,360,360003,EQUALINE,right_only
,,679951,,,,,,,AGF,4113030914,SHPPVL DRY DOG FOOD 6.8KG,1,6.8KG,1,53.75,450,450001,SHOPPERS VALUE,right_only
,,68001,,,,,,,MFI,7418803128,MARINA PURE VEGETABLE OIL 3.78,6,1GAL,1,57.75,290,290001,MARINA,right_only
